persona_id,mean,count,mean_pct
658,0.56,50,56.00000000000001
659,0.56,50,56.00000000000001
797,0.56,50,56.00000000000001
572,0.56,50,56.00000000000001
619,0.56,50,56.00000000000001
674,0.56,50,56.00000000000001
705,0.56,50,56.00000000000001
732,0.56,50,56.00000000000001
99,0.56,50,56.00000000000001
695,0.56,50,56.00000000000001
54,0.56,50,56.00000000000001
706,0.56,50,56.00000000000001
735,0.56,50,56.00000000000001
934,0.56,50,56.00000000000001
909,0.56,50,56.00000000000001
729,0.56,50,56.00000000000001
682,0.56,50,56.00000000000001
140,0.56,50,56.00000000000001
492,0.56,50,56.00000000000001
136,0.56,50,56.00000000000001
212,0.56,50,56.00000000000001
518,0.56,50,56.00000000000001
472,0.56,50,56.00000000000001
434,0.56,50,56.00000000000001
463,0.56,50,56.00000000000001
47,0.54,50,54.0
733,0.54,50,54.0
736,0.54,50,54.0
676,0.54,50,54.0
685,0.54,50,54.0
684,0.54,50,54.0
694,0.54,50,54.0
687,0.54,50,54.0
604,0.54,50,54.0
602,0.54,50,54.0
554,0.54,50,54.0
791,0.54,50,54.0
494,0.54,50,54.0
796,0.54,50,54.0
532,0.54,50,54.0
569,0.54,50,54.0
559,0.54,50,54.0
73,0.54,50,54.0
648,0.54,50,54.0
626,0.54,50,54.0
641,0.54,50,54.0
597,0.54,50,54.0
767,0.54,50,54.0
593,0.54,50,54.0
825,0.54,50,54.0
452,0.54,50,54.0
449,0.54,50,54.0
151,0.54,50,54.0
455,0.54,50,54.0
505,0.54,50,54.0
150,0.54,50,54.0
147,0.54,50,54.0
157,0.54,50,54.0
148,0.54,50,54.0
829,0.54,50,54.0
227,0.54,50,54.0
208,0.54,50,54.0
441,0.54,50,54.0
507,0.54,50,54.0
464,0.54,50,54.0
457,0.54,50,54.0
433,0.54,50,54.0
453,0.54,50,54.0
881,0.54,50,54.0
371,0.54,50,54.0
408,0.54,50,54.0
397,0.54,50,54.0
289,0.54,50,54.0
234,0.54,50,54.0
270,0.54,50,54.0
329,0.54,50,54.0
375,0.54,50,54.0
385,0.54,50,54.0
202,0.54,50,54.0
205,0.54,50,54.0
885,0.54,50,54.0
851,0.54,50,54.0
334,0.54,50,54.0
260,0.54,50,54.0
29,0.54,50,54.0
28,0.54,50,54.0
247,0.54,50,54.0
251,0.54,50,54.0
939,0.54,50,54.0
955,0.54,50,54.0
937,0.54,50,54.0
949,0.54,50,54.0
944,0.54,50,54.0
956,0.54,50,54.0
960,0.54,50,54.0
961,0.54,50,54.0
951,0.54,50,54.0
964,0.54,50,54.0
5,0.54,50,54.0
959,0.54,50,54.0
653,0.52,50,52.0
947,0.52,50,52.0
17,0.52,50,52.0
700,0.52,50,52.0
995,0.52,50,52.0
679,0.52,50,52.0
770,0.52,50,52.0
299,0.52,50,52.0
890,0.52,50,52.0
378,0.52,50,52.0
359,0.52,50,52.0
996,0.52,50,52.0
721,0.52,50,52.0
88,0.52,50,52.0
866,0.52,50,52.0
756,0.52,50,52.0
640,0.52,50,52.0
645,0.52,50,52.0
328,0.52,50,52.0
892,0.52,50,52.0
144,0.52,50,52.0
158,0.52,50,52.0
156,0.52,50,52.0
319,0.52,50,52.0
146,0.52,50,52.0
145,0.52,50,52.0
543,0.52,50,52.0
269,0.52,50,52.0
173,0.52,50,52.0
167,0.52,50,52.0
367,0.52,50,52.0
895,0.52,50,52.0
897,0.52,50,52.0
842,0.52,50,52.0
894,0.52,50,52.0
896,0.52,50,52.0
458,0.52,50,52.0
456,0.52,50,52.0
486,0.52,50,52.0
516,0.52,50,52.0
517,0.52,50,52.0
71,0.52,50,52.0
188,0.52,50,52.0
466,0.52,50,52.0
788,0.52,50,52.0
218,0.52,50,52.0
511,0.52,50,52.0
673,0.52,50,52.0
671,0.52,50,52.0
412,0.52,50,52.0
928,0.52,50,52.0
106,0.52,50,52.0
561,0.52,50,52.0
471,0.52,50,52.0
178,0.52,50,52.0
665,0.52,50,52.0
668,0.52,50,52.0
808,0.52,50,52.0
395,0.52,50,52.0
860,0.52,50,52.0
314,0.52,50,52.0
859,0.52,50,52.0
396,0.52,50,52.0
810,0.52,50,52.0
563,0.52,50,52.0
636,0.52,50,52.0
633,0.52,50,52.0
646,0.52,50,52.0
327,0.52,50,52.0
855,0.52,50,52.0
352,0.52,50,52.0
533,0.52,50,52.0
239,0.52,50,52.0
528,0.52,50,52.0
910,0.52,50,52.0
444,0.52,50,52.0
285,0.52,50,52.0
142,0.52,50,52.0
59,0.52,50,52.0
114,0.52,50,52.0
304,0.52,50,52.0
983,0.52,50,52.0
984,0.52,50,52.0
105,0.52,50,52.0
216,0.52,50,52.0
303,0.52,50,52.0
125,0.52,50,52.0
25,0.52,50,52.0
592,0.52,50,52.0
913,0.52,50,52.0
782,0.52,50,52.0
542,0.52,50,52.0
219,0.52,50,52.0
840,0.52,50,52.0
79,0.52,50,52.0
578,0.52,50,52.0
663,0.52,50,52.0
541,0.52,50,52.0
876,0.5,50,50.0
300,0.5,50,50.0
340,0.5,50,50.0
868,0.5,50,50.0
940,0.5,50,50.0
701,0.5,50,50.0
990,0.5,50,50.0
997,0.5,50,50.0
201,0.5,50,50.0
404,0.5,50,50.0
402,0.5,50,50.0
420,0.5,50,50.0
390,0.5,50,50.0
383,0.5,50,50.0
880,0.5,50,50.0
350,0.5,50,50.0
203,0.5,50,50.0
793,0.5,50,50.0
803,0.5,50,50.0
800,0.5,50,50.0
893,0.5,50,50.0
686,0.5,50,50.0
69,0.5,50,50.0
768,0.5,50,50.0
60,0.5,50,50.0
625,0.5,50,50.0
305,0.5,50,50.0
992,0.5,50,50.0
696,0.5,50,50.0
43,0.5,50,50.0
346,0.5,50,50.0
461,0.5,50,50.0
488,0.5,50,50.0
498,0.5,50,50.0
683,0.5,50,50.0
827,0.5,50,50.0
886,0.5,50,50.0
484,0.5,50,50.0
482,0.5,50,50.0
481,0.5,50,50.0
80,0.5,50,50.0
835,0.5,50,50.0
790,0.5,50,50.0
509,0.5,50,50.0
813,0.5,50,50.0
655,0.5,50,50.0
165,0.5,50,50.0
478,0.5,50,50.0
477,0.5,50,50.0
513,0.5,50,50.0
832,0.5,50,50.0
863,0.5,50,50.0
355,0.5,50,50.0
932,0.5,50,50.0
621,0.5,50,50.0
622,0.5,50,50.0
632,0.5,50,50.0
341,0.5,50,50.0
330,0.5,50,50.0
331,0.5,50,50.0
933,0.5,50,50.0
820,0.5,50,50.0
923,0.5,50,50.0
925,0.5,50,50.0
819,0.5,50,50.0
903,0.5,50,50.0
595,0.5,50,50.0
582,0.5,50,50.0
577,0.5,50,50.0
24,0.5,50,50.0
233,0.5,50,50.0
854,0.5,50,50.0
249,0.5,50,50.0
127,0.5,50,50.0
92,0.5,50,50.0
424,0.5,50,50.0
411,0.5,50,50.0
520,0.5,50,50.0
627,0.5,50,50.0
916,0.5,50,50.0
211,0.5,50,50.0
811,0.5,50,50.0
325,0.5,50,50.0
558,0.5,50,50.0
35,0.5,50,50.0
740,0.5,50,50.0
776,0.5,50,50.0
164,0.5,50,50.0
196,0.5,50,50.0
271,0.5,50,50.0
273,0.5,50,50.0
297,0.5,50,50.0
138,0.5,50,50.0
111,0.5,50,50.0
741,0.5,50,50.0
727,0.5,50,50.0
228,0.5,50,50.0
2,0.5,50,50.0
954,0.5,50,50.0
958,0.5,50,50.0
124,0.5,50,50.0
965,0.48,50,48.0
966,0.48,50,48.0
978,0.48,50,48.0
230,0.48,50,48.0
783,0.48,50,48.0
739,0.48,50,48.0
197,0.48,50,48.0
200,0.48,50,48.0
446,0.48,50,48.0
799,0.48,50,48.0
737,0.48,50,48.0
296,0.48,50,48.0
298,0.48,50,48.0
126,0.48,50,48.0
280,0.48,50,48.0
272,0.48,50,48.0
864,0.48,50,48.0
36,0.48,50,48.0
15,0.48,50,48.0
56,0.48,50,48.0
606,0.48,50,48.0
288,0.48,50,48.0
291,0.48,50,48.0
292,0.48,50,48.0
58,0.48,50,48.0
12,0.48,50,48.0
731,0.48,50,48.0
823,0.48,50,48.0
120,0.48,50,48.0
525,0.48,50,48.0
467,0.48,50,48.0
470,0.48,50,48.0
537,0.48,50,48.0
571,0.48,50,48.0
596,0.48,50,48.0
583,0.48,50,48.0
522,0.48,50,48.0
575,0.48,50,48.0
535,0.48,50,48.0
912,0.48,50,48.0
588,0.48,50,48.0
905,0.48,50,48.0
628,0.48,50,48.0
650,0.48,50,48.0
476,0.48,50,48.0
431,0.48,50,48.0
437,0.48,50,48.0
667,0.48,50,48.0
224,0.48,50,48.0
414,0.48,50,48.0
77,0.48,50,48.0
651,0.48,50,48.0
652,0.48,50,48.0
109,0.48,50,48.0
550,0.48,50,48.0
784,0.48,50,48.0
789,0.48,50,48.0
777,0.48,50,48.0
82,0.48,50,48.0
662,0.48,50,48.0
649,0.48,50,48.0
546,0.48,50,48.0
503,0.48,50,48.0
465,0.48,50,48.0
274,0.48,50,48.0
278,0.48,50,48.0
264,0.48,50,48.0
931,0.48,50,48.0
568,0.48,50,48.0
620,0.48,50,48.0
616,0.48,50,48.0
562,0.48,50,48.0
342,0.48,50,48.0
338,0.48,50,48.0
351,0.48,50,48.0
871,0.48,50,48.0
421,0.48,50,48.0
401,0.48,50,48.0
257,0.48,50,48.0
417,0.48,50,48.0
792,0.48,50,48.0
900,0.48,50,48.0
887,0.48,50,48.0
358,0.48,50,48.0
882,0.48,50,48.0
343,0.48,50,48.0
745,0.48,50,48.0
500,0.48,50,48.0
64,0.48,50,48.0
66,0.48,50,48.0
67,0.48,50,48.0
70,0.48,50,48.0
689,0.48,50,48.0
61,0.48,50,48.0
309,0.48,50,48.0
774,0.48,50,48.0
725,0.48,50,48.0
948,0.48,50,48.0
0,0.48,50,48.0
987,0.48,50,48.0
703,0.48,50,48.0
976,0.48,50,48.0
236,0.48,50,48.0
968,0.46,50,46.0
692,0.46,50,46.0
45,0.46,50,46.0
95,0.46,50,46.0
97,0.46,50,46.0
57,0.46,50,46.0
972,0.46,50,46.0
698,0.46,50,46.0
773,0.46,50,46.0
765,0.46,50,46.0
766,0.46,50,46.0
693,0.46,50,46.0
52,0.46,50,46.0
40,0.46,50,46.0
231,0.46,50,46.0
320,0.46,50,46.0
324,0.46,50,46.0
326,0.46,50,46.0
104,0.46,50,46.0
742,0.46,50,46.0
443,0.46,50,46.0
184,0.46,50,46.0
549,0.46,50,46.0
72,0.46,50,46.0
656,0.46,50,46.0
489,0.46,50,46.0
491,0.46,50,46.0
460,0.46,50,46.0
153,0.46,50,46.0
154,0.46,50,46.0
214,0.46,50,46.0
779,0.46,50,46.0
780,0.46,50,46.0
530,0.46,50,46.0
591,0.46,50,46.0
186,0.46,50,46.0
225,0.46,50,46.0
226,0.46,50,46.0
451,0.46,50,46.0
423,0.46,50,46.0
426,0.46,50,46.0
669,0.46,50,46.0
479,0.46,50,46.0
677,0.46,50,46.0
853,0.46,50,46.0
399,0.46,50,46.0
132,0.46,50,46.0
121,0.46,50,46.0
94,0.46,50,46.0
394,0.46,50,46.0
833,0.46,50,46.0
824,0.46,50,46.0
179,0.46,50,46.0
180,0.46,50,46.0
822,0.46,50,46.0
174,0.46,50,46.0
921,0.46,50,46.0
638,0.46,50,46.0
907,0.46,50,46.0
630,0.46,50,46.0
618,0.46,50,46.0
564,0.46,50,46.0
551,0.46,50,46.0
914,0.46,50,46.0
873,0.46,50,46.0
877,0.46,50,46.0
256,0.46,50,46.0
419,0.46,50,46.0
422,0.46,50,46.0
380,0.46,50,46.0
381,0.46,50,46.0
392,0.46,50,46.0
373,0.46,50,46.0
416,0.46,50,46.0
862,0.46,50,46.0
276,0.46,50,46.0
843,0.46,50,46.0
901,0.46,50,46.0
357,0.46,50,46.0
891,0.46,50,46.0
758,0.46,50,46.0
744,0.46,50,46.0
644,0.46,50,46.0
332,0.46,50,46.0
344,0.46,50,46.0
869,0.46,50,46.0
856,0.46,50,46.0
857,0.46,50,46.0
279,0.46,50,46.0
311,0.46,50,46.0
608,0.46,50,46.0
611,0.46,50,46.0
601,0.46,50,46.0
38,0.46,50,46.0
27,0.46,50,46.0
254,0.46,50,46.0
243,0.46,50,46.0
21,0.46,50,46.0
22,0.46,50,46.0
8,0.46,50,46.0
11,0.46,50,46.0
290,0.46,50,46.0
250,0.46,50,46.0
720,0.46,50,46.0
946,0.46,50,46.0
945,0.46,50,46.0
726,0.46,50,46.0
715,0.46,50,46.0
1,0.46,50,46.0
988,0.46,50,46.0
18,0.44,50,44.0
19,0.44,50,44.0
14,0.44,50,44.0
259,0.44,50,44.0
240,0.44,50,44.0
244,0.44,50,44.0
293,0.44,50,44.0
100,0.44,50,44.0
102,0.44,50,44.0
87,0.44,50,44.0
89,0.44,50,44.0
710,0.44,50,44.0
690,0.44,50,44.0
991,0.44,50,44.0
763,0.44,50,44.0
753,0.44,50,44.0
642,0.44,50,44.0
637,0.44,50,44.0
623,0.44,50,44.0
915,0.44,50,44.0
908,0.44,50,44.0
565,0.44,50,44.0
556,0.44,50,44.0
612,0.44,50,44.0
605,0.44,50,44.0
584,0.44,50,44.0
585,0.44,50,44.0
539,0.44,50,44.0
527,0.44,50,44.0
560,0.44,50,44.0
107,0.44,50,44.0
930,0.44,50,44.0
922,0.44,50,44.0
805,0.44,50,44.0
785,0.44,50,44.0
775,0.44,50,44.0
778,0.44,50,44.0
459,0.44,50,44.0
499,0.44,50,44.0
490,0.44,50,44.0
155,0.44,50,44.0
143,0.44,50,44.0
229,0.44,50,44.0
220,0.44,50,44.0
221,0.44,50,44.0
213,0.44,50,44.0
199,0.44,50,44.0
438,0.44,50,44.0
428,0.44,50,44.0
430,0.44,50,44.0
483,0.44,50,44.0
660,0.44,50,44.0
93,0.44,50,44.0
74,0.44,50,44.0
134,0.44,50,44.0
119,0.44,50,44.0
828,0.44,50,44.0
815,0.44,50,44.0
448,0.44,50,44.0
450,0.44,50,44.0
171,0.44,50,44.0
223,0.44,50,44.0
872,0.44,50,44.0
878,0.44,50,44.0
376,0.44,50,44.0
379,0.44,50,44.0
369,0.44,50,44.0
372,0.44,50,44.0
850,0.44,50,44.0
839,0.44,50,44.0
846,0.44,50,44.0
386,0.44,50,44.0
389,0.44,50,44.0
883,0.44,50,44.0
302,0.44,50,44.0
335,0.44,50,44.0
336,0.44,50,44.0
858,0.44,50,44.0
294,0.44,50,44.0
286,0.44,50,44.0
267,0.44,50,44.0
268,0.44,50,44.0
316,0.44,50,44.0
318,0.44,50,44.0
295,0.44,50,44.0
116,0.44,50,44.0
730,0.44,50,44.0
718,0.44,50,44.0
707,0.44,50,44.0
55,0.44,50,44.0
967,0.44,50,44.0
941,0.44,50,44.0
957,0.44,50,44.0
962,0.44,50,44.0
999,0.44,50,44.0
963,0.42,50,42.0
20,0.42,50,42.0
906,0.42,50,42.0
924,0.42,50,42.0
920,0.42,50,42.0
917,0.42,50,42.0
217,0.42,50,42.0
207,0.42,50,42.0
206,0.42,50,42.0
139,0.42,50,42.0
163,0.42,50,42.0
198,0.42,50,42.0
193,0.42,50,42.0
182,0.42,50,42.0
762,0.42,50,42.0
757,0.42,50,42.0
754,0.42,50,42.0
755,0.42,50,42.0
599,0.42,50,42.0
590,0.42,50,42.0
587,0.42,50,42.0
586,0.42,50,42.0
37,0.42,50,42.0
34,0.42,50,42.0
31,0.42,50,42.0
985,0.42,50,42.0
33,0.42,50,42.0
32,0.42,50,42.0
722,0.42,50,42.0
128,0.42,50,42.0
748,0.42,50,42.0
635,0.42,50,42.0
743,0.42,50,42.0
643,0.42,50,42.0
631,0.42,50,42.0
629,0.42,50,42.0
678,0.42,50,42.0
672,0.42,50,42.0
567,0.42,50,42.0
538,0.42,50,42.0
547,0.42,50,42.0
545,0.42,50,42.0
497,0.42,50,42.0
801,0.42,50,42.0
501,0.42,50,42.0
526,0.42,50,42.0
884,0.42,50,42.0
238,0.42,50,42.0
287,0.42,50,42.0
613,0.42,50,42.0
603,0.42,50,42.0
523,0.42,50,42.0
581,0.42,50,42.0
570,0.42,50,42.0
435,0.42,50,42.0
836,0.42,50,42.0
807,0.42,50,42.0
439,0.42,50,42.0
301,0.42,50,42.0
816,0.42,50,42.0
354,0.42,50,42.0
263,0.42,50,42.0
888,0.42,50,42.0
76,0.42,50,42.0
78,0.42,50,42.0
112,0.42,50,42.0
975,0.42,50,42.0
666,0.42,50,42.0
374,0.42,50,42.0
360,0.42,50,42.0
844,0.42,50,42.0
847,0.42,50,42.0
361,0.42,50,42.0
365,0.42,50,42.0
413,0.42,50,42.0
400,0.42,50,42.0
391,0.42,50,42.0
384,0.42,50,42.0
852,0.42,50,42.0
870,0.42,50,42.0
377,0.42,50,42.0
345,0.42,50,42.0
382,0.42,50,42.0
468,0.42,50,42.0
512,0.42,50,42.0
429,0.42,50,42.0
122,0.42,50,42.0
48,0.42,50,42.0
41,0.42,50,42.0
98,0.42,50,42.0
26,0.42,50,42.0
936,0.42,50,42.0
935,0.42,50,42.0
65,0.42,50,42.0
51,0.42,50,42.0
192,0.4,50,40.0
137,0.4,50,40.0
141,0.4,50,40.0
918,0.4,50,40.0
6,0.4,50,40.0
953,0.4,50,40.0
952,0.4,50,40.0
177,0.4,50,40.0
750,0.4,50,40.0
760,0.4,50,40.0
634,0.4,50,40.0
670,0.4,50,40.0
502,0.4,50,40.0
534,0.4,50,40.0
598,0.4,50,40.0
875,0.4,50,40.0
553,0.4,50,40.0
609,0.4,50,40.0
610,0.4,50,40.0
557,0.4,50,40.0
874,0.4,50,40.0
253,0.4,50,40.0
540,0.4,50,40.0
474,0.4,50,40.0
473,0.4,50,40.0
826,0.4,50,40.0
821,0.4,50,40.0
282,0.4,50,40.0
258,0.4,50,40.0
356,0.4,50,40.0
817,0.4,50,40.0
475,0.4,50,40.0
849,0.4,50,40.0
480,0.4,50,40.0
485,0.4,50,40.0
339,0.4,50,40.0
469,0.4,50,40.0
366,0.4,50,40.0
333,0.4,50,40.0
53,0.4,50,40.0
409,0.4,50,40.0
407,0.4,50,40.0
370,0.4,50,40.0
362,0.4,50,40.0
363,0.4,50,40.0
133,0.4,50,40.0
50,0.4,50,40.0
115,0.4,50,40.0
103,0.4,50,40.0
709,0.4,50,40.0
661,0.4,50,40.0
980,0.4,50,40.0
979,0.4,50,40.0
30,0.4,50,40.0
970,0.4,50,40.0
969,0.38,50,38.0
989,0.38,50,38.0
724,0.38,50,38.0
702,0.38,50,38.0
681,0.38,50,38.0
717,0.38,50,38.0
809,0.38,50,38.0
445,0.38,50,38.0
432,0.38,50,38.0
462,0.38,50,38.0
848,0.38,50,38.0
62,0.38,50,38.0
364,0.38,50,38.0
938,0.38,50,38.0
63,0.38,50,38.0
96,0.38,50,38.0
131,0.38,50,38.0
129,0.38,50,38.0
347,0.38,50,38.0
504,0.38,50,38.0
845,0.38,50,38.0
241,0.38,50,38.0
524,0.38,50,38.0
209,0.38,50,38.0
594,0.38,50,38.0
617,0.38,50,38.0
215,0.38,50,38.0
904,0.38,50,38.0
183,0.38,50,38.0
926,0.38,50,38.0
161,0.38,50,38.0
181,0.38,50,38.0
761,0.38,50,38.0
759,0.38,50,38.0
806,0.38,50,38.0
493,0.38,50,38.0
747,0.38,50,38.0
310,0.38,50,38.0
348,0.38,50,38.0
899,0.38,50,38.0
521,0.38,50,38.0
552,0.38,50,38.0
281,0.38,50,38.0
277,0.38,50,38.0
308,0.38,50,38.0
812,0.38,50,38.0
818,0.38,50,38.0
831,0.38,50,38.0
436,0.36,50,36.0
101,0.36,50,36.0
929,0.36,50,36.0
23,0.36,50,36.0
7,0.36,50,36.0
195,0.36,50,36.0
615,0.36,50,36.0
166,0.36,50,36.0
190,0.36,50,36.0
751,0.36,50,36.0
787,0.36,50,36.0
204,0.36,50,36.0
589,0.36,50,36.0
323,0.36,50,36.0
529,0.36,50,36.0
266,0.36,50,36.0
265,0.36,50,36.0
312,0.36,50,36.0
86,0.36,50,36.0
42,0.36,50,36.0
838,0.36,50,36.0
418,0.36,50,36.0
714,0.36,50,36.0
998,0.36,50,36.0
680,0.36,50,36.0
986,0.36,50,36.0
113,0.36,50,36.0
510,0.36,50,36.0
508,0.36,50,36.0
580,0.36,50,36.0
734,0.34,50,34.0
654,0.34,50,34.0
841,0.34,50,34.0
75,0.34,50,34.0
624,0.34,50,34.0
152,0.34,50,34.0
548,0.34,50,34.0
802,0.34,50,34.0
614,0.34,50,34.0
879,0.34,50,34.0
242,0.34,50,34.0
573,0.34,50,34.0
830,0.34,50,34.0
130,0.34,50,34.0
728,0.34,50,34.0
993,0.34,50,34.0
237,0.34,50,34.0
974,0.32,50,32.0
994,0.32,50,32.0
657,0.32,50,32.0
13,0.32,50,32.0
639,0.32,50,32.0
194,0.32,50,32.0
322,0.32,50,32.0
91,0.32,50,32.0
81,0.32,50,32.0
313,0.3,50,30.0
388,0.3,50,30.0
160,0.3,50,30.0
600,0.3,50,30.0
889,0.3,50,30.0
515,0.28,50,28.000000000000004
442,0.28,50,28.000000000000004
425,0.28,50,28.000000000000004
262,0.28,50,28.000000000000004
172,0.26,50,26.0
