Starting job manager at Sun Mar 16 19:33:16 EDT 2025
Parameters: output_name=fixed_compas_study, personas=1000, comparisons_per_job=10, max_concurrent=200, model=llama3-8b-instruct
Found 100 fixed comparisons
Creating a grid of 20 persona blocks × 10 comparison blocks = 200 jobs
Each job will process up to 50 personas evaluating up to 10 comparisons
Using model: llama3-8b-instruct
Maximum concurrent jobs: 200
Starting wave 1 of job submissions
Submitted job 105/200 (ID: 7113389) without dependency
Submitted job 106/200 (ID: 7113392) without dependency
Submitted job 107/200 (ID: 7113393) without dependency
Submitted job 108/200 (ID: 7113394) without dependency
Submitted job 109/200 (ID: 7113395) without dependency
Submitted job 110/200 (ID: 7113396) without dependency
Submitted job 111/200 (ID: 7113398) without dependency
Submitted job 112/200 (ID: 7113399) without dependency
Submitted job 113/200 (ID: 7113414) without dependency
Submitted job 114/200 (ID: 7113416) without dependency
Submitted job 115/200 (ID: 7113417) without dependency
Submitted job 116/200 (ID: 7113428) without dependency
Submitted job 117/200 (ID: 7113441) without dependency
Submitted job 118/200 (ID: 7113442) without dependency
Submitted job 119/200 (ID: 7113443) without dependency
Submitted job 120/200 (ID: 7113445) without dependency
Submitted job 121/200 (ID: 7113447) without dependency
Submitted job 122/200 (ID: 7113449) without dependency
Submitted job 123/200 (ID: 7113450) without dependency
Submitted job 124/200 (ID: 7113452) without dependency
Submitted job 125/200 (ID: 7113453) without dependency
Submitted job 126/200 (ID: 7113454) without dependency
Submitted job 127/200 (ID: 7113455) without dependency
Submitted job 128/200 (ID: 7113456) without dependency
Submitted job 129/200 (ID: 7113457) without dependency
Submitted job 130/200 (ID: 7113458) without dependency
Submitted job 131/200 (ID: 7113459) without dependency
Submitted job 132/200 (ID: 7113461) without dependency
Submitted job 133/200 (ID: 7113462) without dependency
Submitted job 134/200 (ID: 7113463) without dependency
Submitted job 135/200 (ID: 7113464) without dependency
Submitted job 136/200 (ID: 7113465) without dependency
Submitted job 137/200 (ID: 7113467) without dependency
Submitted job 138/200 (ID: 7113468) without dependency
Submitted job 139/200 (ID: 7113470) without dependency
Submitted job 140/200 (ID: 7113471) without dependency
Submitted job 141/200 (ID: 7113472) without dependency
Submitted job 142/200 (ID: 7113473) without dependency
Submitted job 143/200 (ID: 7113474) without dependency
Submitted job 144/200 (ID: 7113475) without dependency
Submitted job 145/200 (ID: 7113476) without dependency
Submitted job 146/200 (ID: 7113477) without dependency
Submitted job 147/200 (ID: 7113478) without dependency
Submitted job 148/200 (ID: 7113479) without dependency
Submitted job 149/200 (ID: 7113480) without dependency
Submitted job 150/200 (ID: 7113481) without dependency
Submitted job 151/200 (ID: 7113483) without dependency
Submitted job 152/200 (ID: 7113484) without dependency
Submitted job 153/200 (ID: 7113485) without dependency
Submitted job 154/200 (ID: 7113486) without dependency
Submitted job 155/200 (ID: 7113487) without dependency
Submitted job 156/200 (ID: 7113488) without dependency
Submitted job 157/200 (ID: 7113490) without dependency
Submitted job 158/200 (ID: 7113491) without dependency
Submitted job 159/200 (ID: 7113492) without dependency
Submitted job 160/200 (ID: 7113493) without dependency
Submitted job 161/200 (ID: 7113494) without dependency
Submitted job 162/200 (ID: 7113495) without dependency
Submitted job 163/200 (ID: 7113496) without dependency
Submitted job 164/200 (ID: 7113498) without dependency
Submitted job 165/200 (ID: 7113505) without dependency
Submitted job 166/200 (ID: 7113506) without dependency
Submitted job 167/200 (ID: 7113507) without dependency
Submitted job 168/200 (ID: 7113508) without dependency
Submitted job 169/200 (ID: 7113509) without dependency
Submitted job 170/200 (ID: 7113510) without dependency
Submitted job 171/200 (ID: 7113511) without dependency
Submitted job 172/200 (ID: 7113512) without dependency
Submitted job 173/200 (ID: 7113514) without dependency
Submitted job 174/200 (ID: 7113515) without dependency
Submitted job 175/200 (ID: 7113517) without dependency
Submitted job 176/200 (ID: 7113518) without dependency
Submitted job 177/200 (ID: 7113519) without dependency
Submitted job 178/200 (ID: 7113520) without dependency
Submitted job 179/200 (ID: 7113521) without dependency
Submitted job 180/200 (ID: 7113522) without dependency
Submitted job 181/200 (ID: 7113523) without dependency
Submitted job 182/200 (ID: 7113524) without dependency
Submitted job 183/200 (ID: 7113525) without dependency
Submitted job 184/200 (ID: 7113526) without dependency
Submitted job 185/200 (ID: 7113527) without dependency
Submitted job 186/200 (ID: 7113528) without dependency
Submitted job 187/200 (ID: 7113529) without dependency
Submitted job 188/200 (ID: 7113530) without dependency
Submitted job 189/200 (ID: 7113532) without dependency
Submitted job 190/200 (ID: 7113533) without dependency
Submitted job 191/200 (ID: 7113534) without dependency
Submitted job 192/200 (ID: 7113535) without dependency
Submitted job 193/200 (ID: 7113536) without dependency
Submitted job 194/200 (ID: 7113537) without dependency
Submitted job 195/200 (ID: 7113538) without dependency
Submitted job 196/200 (ID: 7113539) without dependency
Submitted job 197/200 (ID: 7113540) without dependency
Submitted job 198/200 (ID: 7113541) without dependency
Submitted job 199/200 (ID: 7113542) without dependency
Submitted job 200/200 (ID: 7113543) without dependency
Starting wave 2 of job submissions
All 200 jobs submitted in 2 waves!
